Date,Price,SMA_20,SMA_50,RSI,Volatility_30,MACD,Signal,MACD_Histogram
2018-01-01,6345,,,,,0.0,0.0,0.0
2018-01-02,7155,,,,,64.61538461538385,12.92307692307677,51.692307692307075
2018-01-03,7879,,,,,172.25860179706342,44.7901818978741,127.46841989918931
2018-01-04,7959,,,,,261.01316110695916,88.03477773969112,172.97838336726804
2018-01-05,8199,,,,,346.72099918614276,139.77202202898144,206.94897715716132
2018-01-06,8583,,,,,440.55225694976343,199.92806901313784,240.6241879366256
2018-01-07,9267,,,,,563.610339163999,272.66452304331006,290.94581612068896
2018-01-08,9723,,,,,689.9765250678711,356.12692344822227,333.8496016196488
2018-01-09,11216,,,,,900.2181063308135,464.9451600247405,435.272946306073
2018-01-10,11023,,,,,1039.2823867353327,579.812605366859,459.4697813684737
2018-01-11,9608,,,,,1023.5147159783573,668.5530274891587,354.96168848919865
2018-01-12,10591,,,,,1077.9130968271274,750.4250413567524,327.488055470375
2018-01-13,11655,,,,,1193.1264938245731,838.9653318503166,354.1611619742565
2018-01-14,11342,,,78.26677225930536,,1244.8278562148844,920.1378367232303,324.6900194916541
2018-01-15,10660,,,72.66043482827435,,1216.7439907803437,979.459067534653,237.28492324569072
